3164.4327405330296,-299.1850221414643
4143.241642226941,-299.22087439356255
4179.575486894681,-322.39946137941376
4207.082680004465,-358.0134239112785
4235.498887413168,-392.79489237003526
4277.919282316498,-396.62196081106623
4298.851688606271,-357.81169760715835
4272.364586569726,-324.43300463033415
4230.416745599352,-308.1425584140735
4188.468904628978,-291.85211219781144
4144.84315001979,-274.91004813289504
4143.2434016650195,-274.28878577635624
3164.4327405330296,-274.25293222774053
3134.2921813510115,-305.1891500845841
3103.9713491301486,-335.9606813015139
3071.5846638647167,-367.07874694126303
3030.5181080616676,-366.77008875743826
3012.2655804894493,-328.2865650903902
3038.009884716319,-296.2898765855815
3080.1927178932197,-280.6179722606508
3120.6882377430443,-265.572944108718
3162.871070919945,-249.901039783788
3164.4327405330296,-249.32084317487897
4143.245161169516,-249.35669802004122
4179.579028825142,-272.5352672506648
4207.086317717788,-308.14915580241234
4235.502618670381,-342.9305478362806
4277.923023866374,-346.7575021885802
4298.855325776725,-307.94718268756725
4272.368134486804,-274.56855961402954
4230.420262648498,-258.27819288282586
4188.472390810191,-241.9878261516222
4144.846604098353,-225.04584475116988
4143.24692074043,-224.424611124472
3164.4327405330296,-224.38875498296693
3134.2921282421926,-255.32492050875436
3103.971238084436,-286.09639463725745
3071.58449422965,-317.21439929896786
3030.5179390078174,-316.9056637946084
3012.2654838928056,-278.42210576158124
3038.009848363324,-246.4254657284711
3080.1927086460205,-230.75363436228187
3120.688254517409,-215.70867625074104
3162.8711148001053,-200.03684488455306
3164.4327405330296,-199.4566676519171
4143.248680379272,-199.49252508976497
4179.5825710244335,-222.67107656379125
4207.089955706805,-258.2848911297186
4235.506350209964,-293.06620673282606
4277.9267656990705,-296.89304698798077
4298.858963222172,-258.0826711860056
4272.371682672502,-224.70411802113202
4230.423779964127,-208.41383078090698
4188.475877255752,-192.1235435406811
4144.850058439041,-175.18164481084406
4143.250440083776,-174.56043991621118
3164.4327405330296,-174.52458118193317
3134.292075129682,-205.4606943728371
3103.971127031005,-236.2321114087413
3071.5843245828087,-267.3500550879667
3030.5177699423834,-267.0412422575775
3012.2653872897963,-228.55764985626456
3038.0098120081566,-196.56105829841198
3080.192699398479,-180.8892998962514
3120.6882712931883,-165.84441183017637
3162.8711586835097,-150.17265342801278
3164.4327405330296,-149.59249557289877
4143.252199856208,-149.6283556035196
4179.58611349251,-172.8068893196073
4207.093593971299,-208.42062989412298
4235.510082031566,-243.20186906069765
4277.930507814221,-247.02859521043425
4298.862600942379,-208.21816310370843
4272.375231126692,-174.83967985278497
4230.427297546224,-158.54947210920605
4188.4793639657555,-142.25926436562634
4144.853513042069,-125.31744831230155
4143.253959695057,-124.69627215186483
3164.4327405330296,-124.66041082481388
3134.2920220133296,-155.59647167684318
3103.971015969541,-186.3678316157908
3071.58415492369,-217.48571430787837
3030.5176008648564,-217.1768241457014
3012.2652906801536,-178.69319737367985
3038.0097756507503,-146.69665429480844
3080.1926901505744,-131.02496886213828
3120.6882880704056,-115.9801508467742
3162.87120257023,-100.30846541410327
3164.4327405330296,-99.72832693779492
4143.2557196003245,-99.76418956139241
4229.771715329238,-187.9127015171689
